mediaID,deploymentID,captureMethod,timestamp,filePath,filePublic,fileName,fileMediatype,sampleRate,bitDepth,fileLength,numChannels,favorite,mediaComments
MC-002_20240301_130000.WAV,MC-002,activityDetection,2024-03-01T13:00:00-05:00,/Volumes/lacie_macosx/github/pamflow_tutorial_data/sample_audios/MC-002/MC-002_20240301_130000.WAV,False,MC-002_20240301_130000.WAV,audio/WAV,48000,16,60.0,1,,
MC-002_20240301_133000.WAV,MC-002,activityDetection,2024-03-01T13:30:00-05:00,/Volumes/lacie_macosx/github/pamflow_tutorial_data/sample_audios/MC-002/MC-002_20240301_133000.WAV,False,MC-002_20240301_133000.WAV,audio/WAV,48000,16,60.0,1,,
MC-002_20240301_140000.WAV,MC-002,activityDetection,2024-03-01T14:00:00-05:00,/Volumes/lacie_macosx/github/pamflow_tutorial_data/sample_audios/MC-002/MC-002_20240301_140000.WAV,False,MC-002_20240301_140000.WAV,audio/WAV,48000,16,60.0,1,,
MC-002_20240301_143000.WAV,MC-002,activityDetection,2024-03-01T14:30:00-05:00,/Volumes/lacie_macosx/github/pamflow_tutorial_data/sample_audios/MC-002/MC-002_20240301_143000.WAV,False,MC-002_20240301_143000.WAV,audio/WAV,48000,16,60.0,1,,
MC-002_20240301_150000.WAV,MC-002,activityDetection,2024-03-01T15:00:00-05:00,/Volumes/lacie_macosx/github/pamflow_tutorial_data/sample_audios/MC-002/MC-002_20240301_150000.WAV,False,MC-002_20240301_150000.WAV,audio/WAV,48000,16,60.0,1,,
MC-002_20240301_153000.WAV,MC-002,activityDetection,2024-03-01T15:30:00-05:00,/Volumes/lacie_macosx/github/pamflow_tutorial_data/sample_audios/MC-002/MC-002_20240301_153000.WAV,False,MC-002_20240301_153000.WAV,audio/WAV,48000,16,60.0,1,,
MC-002_20240301_160000.WAV,MC-002,activityDetection,2024-03-01T16:00:00-05:00,/Volumes/lacie_macosx/github/pamflow_tutorial_data/sample_audios/MC-002/MC-002_20240301_160000.WAV,False,MC-002_20240301_160000.WAV,audio/WAV,48000,16,60.0,1,,
MC-002_20240301_163000.WAV,MC-002,activityDetection,2024-03-01T16:30:00-05:00,/Volumes/lacie_macosx/github/pamflow_tutorial_data/sample_audios/MC-002/MC-002_20240301_163000.WAV,False,MC-002_20240301_163000.WAV,audio/WAV,48000,16,60.0,1,,
MC-002_20240301_170000.WAV,MC-002,activityDetection,2024-03-01T17:00:00-05:00,/Volumes/lacie_macosx/github/pamflow_tutorial_data/sample_audios/MC-002/MC-002_20240301_170000.WAV,False,MC-002_20240301_170000.WAV,audio/WAV,48000,16,60.0,1,,
MC-002_20240301_173000.WAV,MC-002,activityDetection,2024-03-01T17:30:00-05:00,/Volumes/lacie_macosx/github/pamflow_tutorial_data/sample_audios/MC-002/MC-002_20240301_173000.WAV,False,MC-002_20240301_173000.WAV,audio/WAV,48000,16,60.0,1,,
